SBD,TinhId,TOAN,VAN,NGOAI_NGU,LI,HOA,SINH,SU,DIA,GIAO_DUC_CONG_DAN,TIN_HOC,CN_CONG_NGHIEP,CN_NONG_NGHIEP,GDKT_PL,TONGDIEM
58000001,58,5,8.75,-1,5.75,-1,3.6,-1,-1,-1,-1,-1,-1,-1,23.1
58000002,58,6,7,5.25,-1,-1,-1,-1,9.25,-1,-1,-1,-1,-1,27.5
58000003,58,4.75,8,-1,-1,-1,-1,5,6,-1,-1,-1,-1,-1,23.75
58000004,58,4.1,5.75,-1,-1,-1,-1,7.75,7.5,-1,-1,-1,-1,-1,25.1
58000005,58,2.45,6.5,-1,-1,-1,-1,3.55,3.85,-1,-1,-1,-1,-1,16.35
58000006,58,4,8.75,-1,-1,-1,-1,8.25,8.75,-1,-1,-1,-1,-1,29.75
58000007,58,3.6,7.5,-1,-1,-1,-1,-1,7.75,-1,-1,-1,-1,7.75,26.6
58000008,58,4,7.5,-1,-1,-1,-1,5.35,6.25,-1,-1,-1,-1,-1,23.1
58000009,58,5.5,8.5,-1,7.25,7,-1,-1,-1,-1,-1,-1,-1,-1,28.25
58000010,58,2.5,7.25,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,7.25,23
58000011,58,1.95,7.25,-1,-1,-1,-1,4,3.6,-1,-1,-1,-1,-1,16.8
58000012,58,4.6,8.5,-1,-1,-1,-1,8.5,7.25,-1,-1,-1,-1,-1,28.85
58000013,58,2.05,7.5,-1,-1,-1,-1,4.45,5.85,-1,-1,-1,-1,-1,19.85
58000014,58,4.35,7.75,-1,-1,-1,-1,6.5,7.5,-1,-1,-1,-1,-1,26.1
58000015,58,5.5,8.5,-1,7.25,5.5,-1,-1,-1,-1,-1,-1,-1,-1,26.75
58000016,58,3.45,8.75,3.75,-1,-1,3.7,-1,-1,-1,-1,-1,-1,-1,19.65
58000017,58,4.25,8.5,4.5,6.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.35
58000018,58,4.1,8,-1,-1,-1,-1,6.25,6.75,-1,-1,-1,-1,-1,25.1
58000019,58,3.35,8.25,-1,-1,4.6,4.1,-1,-1,-1,-1,-1,-1,-1,20.3
58000020,58,2.95,5.25,-1,-1,-1,-1,5.6,7.25,-1,-1,-1,-1,-1,21.05
58000021,58,2.2,8.25,-1,-1,-1,-1,5.85,-1,-1,-1,-1,-1,7,23.3
58000022,58,5.1,8.75,-1,-1,-1,-1,7.85,8,-1,-1,-1,-1,-1,29.7
58000023,58,3.75,6.5,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,5.85,22.1
58000024,58,9,8.75,-1,-1,9.25,7,-1,-1,-1,-1,-1,-1,-1,34
58000025,58,2.35,7.5,-1,-1,-1,-1,6,6.25,-1,-1,-1,-1,-1,22.1
58000026,58,4,8.75,4,6.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.25
58000027,58,5,9,-1,-1,-1,-1,8,8.75,-1,-1,-1,-1,-1,30.75
58000028,58,2.5,8,-1,-1,-1,-1,6,7,-1,-1,-1,-1,-1,23.5
58000029,58,4.5,8,3.75,-1,5.25,-1,-1,-1,-1,-1,-1,-1,-1,21.5
58000030,58,5.5,9.25,5,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,28.75
58000031,58,2.6,8,-1,-1,-1,3.75,4.35,-1,-1,-1,-1,-1,-1,18.7
58000032,58,4,7.75,-1,6,4.75,-1,-1,-1,-1,-1,-1,-1,-1,22.5
58000033,58,4.75,8.25,-1,-1,-1,-1,-1,8.85,-1,-1,-1,-1,9.25,31.1
58000034,58,4.85,8.75,-1,-1,4,6.5,-1,-1,-1,-1,-1,-1,-1,24.1
58000035,58,6.75,8.5,4.25,7.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,26.85
58000036,58,6.5,8.5,-1,8.25,8.5,-1,-1,-1,-1,-1,-1,-1,-1,31.75
58000037,58,3,5.75,-1,-1,-1,-1,-1,6.1,-1,-1,-1,-1,7.75,22.6
58000038,58,4.75,7.75,4.75,-1,-1,5.1,-1,-1,-1,-1,-1,-1,-1,22.35
58000039,58,3.85,6.5,-1,-1,4,5.25,-1,-1,-1,-1,-1,-1,-1,19.6
58000040,58,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.25,18.25
58000041,58,4.6,6.75,-1,-1,-1,-1,-1,5.6,-1,-1,-1,-1,7.75,24.7
58000042,58,5.25,7.5,-1,-1,-1,-1,7.75,7.75,-1,-1,-1,-1,-1,28.25
58000043,58,4.75,8.5,3.25,4.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.75
58000044,58,2.75,6.25,-1,-1,-1,-1,7.5,-1,-1,-1,-1,-1,7.75,24.25
58000045,58,3.75,8,3.5,-1,-1,-1,4.25,-1,-1,-1,-1,-1,-1,19.5
58000046,58,3.1,7.5,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,8,26.6
58000047,58,2.85,8.5,-1,-1,-1,-1,7.25,7.85,-1,-1,-1,-1,-1,26.45
58000048,58,3.5,8,-1,-1,-1,-1,-1,6.35,-1,-1,-1,-1,7.5,25.35
58000049,58,6.75,8.75,-1,8,7,-1,-1,-1,-1,-1,-1,-1,-1,30.5
58000050,58,3.6,6.75,-1,-1,-1,4.85,-1,-1,-1,-1,5.35,-1,-1,20.55
58000051,58,5.25,7.5,-1,-1,-1,-1,6.75,8,-1,-1,-1,-1,-1,27.5
58000052,58,4.5,7,-1,-1,-1,-1,8.75,-1,-1,-1,-1,-1,8,28.25
58000053,58,4.5,6.75,-1,-1,-1,-1,-1,7.25,-1,-1,-1,-1,7.5,26
58000054,58,3.25,7.25,3,6.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.25
58000055,58,2.25,8.5,-1,-1,-1,3.2,4.85,-1,-1,-1,-1,-1,-1,18.8
58000056,58,7.5,8.5,-1,7.25,5.85,-1,-1,-1,-1,-1,-1,-1,-1,29.1
58000057,58,5.5,8,-1,-1,4.5,5.1,-1,-1,-1,-1,-1,-1,-1,23.1
58000058,58,3.1,7.08,-1,5.6,-1,-1,3.7,-1,-1,-1,-1,-1,-1,19.48
58000059,58,2.5,8.25,-1,-1,-1,3.55,3,-1,-1,-1,-1,-1,-1,17.3
58000060,58,6.25,8.25,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,9.25,33.75
58000061,58,3.5,7.25,-1,-1,-1,-1,-1,6.25,-1,-1,-1,-1,7.5,24.5
58000062,58,4.25,8.25,-1,-1,4.25,6.35,-1,-1,-1,-1,-1,-1,-1,23.1
58000063,58,4,7.75,-1,-1,-1,3.6,-1,-1,-1,-1,6.25,-1,-1,21.6
58000064,58,4.1,8,2.75,-1,-1,5.5,-1,-1,-1,-1,-1,-1,-1,20.35
58000065,58,2.5,7,-1,-1,-1,-1,4.75,4.45,-1,-1,-1,-1,-1,18.7
58000066,58,4.5,8.25,4.75,6.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.25
58000067,58,5.25,7.25,4.25,-1,-1,-1,8.25,-1,-1,-1,-1,-1,-1,25
58000068,58,3.5,6.25,-1,-1,-1,-1,-1,7.5,-1,-1,-1,-1,8,25.25
58000069,58,2.5,7,-1,-1,-1,-1,4.5,7,-1,-1,-1,-1,-1,21
58000070,58,2.6,6,-1,4.5,-1,-1,-1,-1,-1,-1,4.95,-1,-1,18.05
58000071,58,5.5,6.75,-1,7.5,7.25,-1,-1,-1,-1,-1,-1,-1,-1,27
58000072,58,4.1,7.75,-1,-1,-1,-1,5.5,-1,-1,-1,5.5,-1,-1,22.85
58000073,58,6,8,-1,-1,6,6.5,-1,-1,-1,-1,-1,-1,-1,26.5
58000074,58,7.5,8,6.5,7.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.5
58000075,58,4.75,8.5,5.5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.75
58000076,58,4,8.5,-1,5.75,4.1,-1,-1,-1,-1,-1,-1,-1,-1,22.35
58000077,58,2.2,6.75,-1,-1,-1,-1,4.1,4.45,-1,-1,-1,-1,-1,17.5
58000078,58,4.1,8.25,6.5,-1,-1,-1,5.6,-1,-1,-1,-1,-1,-1,24.45
58000079,58,3.85,8.5,3.75,-1,-1,-1,5.75,-1,-1,-1,-1,-1,-1,21.85
58000080,58,2.6,8,-1,-1,-1,-1,8.25,9,-1,-1,-1,-1,-1,27.85
58000081,58,2.25,6.25,-1,-1,-1,-1,5.25,4.6,-1,-1,-1,-1,-1,18.35
58000082,58,6,8.25,6.25,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.5
58000083,58,3,6.5,-1,5.5,4.25,-1,-1,-1,-1,-1,-1,-1,-1,19.25
58000084,58,2.7,7.25,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,8.25,25.2
58000085,58,6.75,7,-1,5.85,7,-1,-1,-1,-1,-1,-1,-1,-1,26.6
58000086,58,2.5,7.5,-1,-1,-1,-1,7.5,-1,-1,-1,-1,-1,9,26.5
58000087,58,4.35,6.75,-1,-1,-1,-1,6.85,8.5,-1,-1,-1,-1,-1,26.45
58000088,58,5.25,8.75,5,6.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.75
58000089,58,4.1,7.5,-1,-1,-1,-1,5.75,6.5,-1,-1,-1,-1,-1,23.85
58000090,58,5.5,8.75,4,7.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,26
58000091,58,3.6,8.25,4,-1,5.75,-1,-1,-1,-1,-1,-1,-1,-1,21.6
58000092,58,4.5,6.42,-1,-1,-1,3.2,-1,-1,-1,-1,5.25,-1,-1,19.37
58000093,58,4.5,8,4.5,-1,-1,-1,7.25,-1,-1,-1,-1,-1,-1,24.25
58000094,58,4.5,7.25,-1,5.25,-1,3.05,-1,-1,-1,-1,-1,-1,-1,20.05
58000095,58,2.6,7,-1,-1,-1,-1,5.85,5.25,-1,-1,-1,-1,-1,20.7
58000096,58,1.75,6.25,-1,-1,-1,-1,5.1,4.1,-1,-1,-1,-1,-1,17.2
58000097,58,7.1,8,4.75,7.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.35
58000098,58,4,8.25,-1,-1,-1,-1,-1,5.85,-1,-1,-1,-1,8.75,26.85
58000099,58,3.1,7.25,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,6.75,24.1
58000100,58,3.35,8,3.25,-1,-1,-1,-1,6.5,-1,-1,-1,-1,-1,21.1
58000101,58,3.25,7.5,-1,-1,-1,-1,-1,6.35,-1,-1,-1,-1,6,23.1
58000102,58,4.85,6,-1,-1,-1,-1,-1,6.1,-1,-1,-1,-1,7.75,24.7
58000103,58,4,8.25,-1,-1,-1,-1,8,8.5,-1,-1,-1,-1,-1,28.75
58000104,58,4.35,6.33,-1,-1,-1,-1,6.25,-1,-1,-1,-1,-1,7.5,24.43
58000105,58,4.5,8.25,-1,-1,-1,-1,7.35,8,-1,-1,-1,-1,-1,28.1
58000106,58,2.1,6.75,-1,-1,-1,-1,3.75,4.5,-1,-1,-1,-1,-1,17.1
58000107,58,4.85,7.5,5.25,5.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.1
58000108,58,1.2,6,-1,-1,-1,-1,4.25,4.6,-1,-1,-1,-1,-1,16.05
58000109,58,2.1,7,-1,-1,-1,-1,4.25,4,-1,-1,-1,-1,-1,17.35
58000110,58,4.75,8,-1,-1,-1,4.35,-1,-1,-1,-1,7,-1,-1,24.1
58000111,58,4.1,7.75,3.75,5.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.85
58000112,58,3.1,8,-1,-1,-1,-1,6.6,8,-1,-1,-1,-1,-1,25.7
58000113,58,5.75,8.5,-1,5.85,-1,-1,-1,-1,-1,-1,6.85,-1,-1,26.95
