SBD,TinhId,TOAN,VAN,NGOAI_NGU,LI,HOA,SINH,SU,DIA,GIAO_DUC_CONG_DAN,TIN_HOC,CN_CONG_NGHIEP,CN_NONG_NGHIEP,GDKT_PL,TONGDIEM
44000001,44,-1,7.25,-1,-1,-1,-1,8.5,9,-1,-1,-1,-1,-1,24.75
44000002,44,4,-1,6.2,3.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.45
44000003,44,8,7,4.6,-1,-1,-1,7.25,4.75,-1,-1,-1,-1,-1,31.6
44000004,44,4,6.5,-1,3.75,3,4.5,-1,-1,-1,-1,-1,-1,-1,21.75
44000005,44,-1,6.5,7.2,-1,-1,-1,6,8,8.75,-1,-1,-1,-1,36.45
44000006,44,-1,3.75,-1,-1,-1,-1,5.25,6,-1,-1,-1,-1,-1,15
44000007,44,7.8,7.25,7.8,5.25,4,-1,-1,-1,-1,-1,-1,-1,-1,32.1
44000008,44,7,6.5,3.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.9
44000010,44,-1,5.5,-1,-1,-1,-1,3.5,6.5,-1,-1,-1,-1,-1,15.5
44000011,44,7.2,-1,5.6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.8
44000012,44,-1,6,-1,-1,-1,-1,5.5,6.75,-1,-1,-1,-1,-1,18.25
44000013,44,-1,5.5,-1,-1,-1,-1,5,6.5,6.75,-1,-1,-1,-1,23.75
44000014,44,2.6,3.5,-1,-1,-1,-1,3.75,4.25,-1,-1,-1,-1,-1,14.1
44000015,44,-1,6,-1,-1,-1,-1,6,7.75,7.5,-1,-1,-1,-1,27.25
44000016,44,-1,8,-1,-1,-1,-1,6.75,7.5,-1,-1,-1,-1,-1,22.25
44000017,44,-1,8.5,-1,-1,-1,-1,9.75,9,9,-1,-1,-1,-1,36.25
44000018,44,8,7.75,6.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.15
44000019,44,-1,7,-1,-1,-1,-1,5.75,8.25,-1,-1,-1,-1,-1,21
44000021,44,-1,6.5,-1,-1,-1,-1,5.75,5.5,-1,-1,-1,-1,-1,17.75
44000022,44,-1,5.5,-1,-1,-1,-1,6.5,6.5,-1,-1,-1,-1,-1,18.5
44000023,44,-1,4.25,-1,-1,-1,-1,6,5.75,7.5,-1,-1,-1,-1,23.5
44000024,44,-1,5,-1,-1,-1,-1,5.5,6.5,-1,-1,-1,-1,-1,17
