SBD,TinhId,TOAN,VAN,NGOAI_NGU,LI,HOA,SINH,SU,DIA,GIAO_DUC_CONG_DAN,TIN_HOC,CN_CONG_NGHIEP,CN_NONG_NGHIEP,GDKT_PL,TONGDIEM
26000001,26,9,7.75,6.5,9.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,32.75
26000002,26,8.5,8.5,6.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.75,33.25
26000003,26,7.25,7.25,6,7.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.75
26000004,26,3.35,6.5,-1,-1,-1,-1,7.75,6.45,-1,-1,-1,-1,-1,24.05
26000005,26,6.75,8.5,4,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,28.25
26000006,26,5,8.25,-1,-1,-1,-1,8.75,8.5,-1,-1,-1,-1,-1,30.5
26000007,26,8.5,8.25,9,8.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,34.5
26000008,26,7.25,5.75,8.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,30.25
26000009,26,7.5,9.25,7.75,-1,-1,-1,-1,9.5,-1,-1,-1,-1,-1,34
26000010,26,2.85,8,-1,-1,-1,-1,8.5,6,-1,-1,-1,-1,-1,25.35
26000011,26,9,8.25,6.25,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,32.5
26000012,26,2.5,8,-1,-1,-1,-1,9,8.25,-1,-1,-1,-1,-1,27.75
26000014,26,8,7.75,6.75,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,30.5
26000015,26,6.5,9,-1,-1,-1,-1,8.75,9.25,-1,-1,-1,-1,-1,33.5
26000016,26,7.25,9,7.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.75,33.5
26000017,26,5.75,7.75,5.75,-1,-1,-1,-1,8.75,-1,-1,-1,-1,-1,28
26000018,26,5.5,7.25,9.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.5,31
26000019,26,3.85,4.5,-1,-1,-1,-1,6,6.1,-1,-1,-1,-1,-1,20.45
26000020,26,8,8.5,7.25,7.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,31
26000021,26,5.25,6.5,-1,-1,-1,-1,7.75,7.25,-1,-1,-1,-1,-1,26.75
26000022,26,5.25,8.5,-1,-1,-1,3.2,-1,-1,-1,-1,-1,-1,-1,16.95
26000023,26,8,8.5,7.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.25,33
26000024,26,4.5,7,-1,4.1,-1,-1,6,-1,-1,-1,-1,-1,-1,21.6
26000025,26,9.5,7.75,-1,8.5,10,-1,-1,-1,-1,-1,-1,-1,-1,35.75
26000026,26,2.5,5.5,-1,-1,-1,-1,6.6,6.25,-1,-1,-1,-1,-1,20.85
26000027,26,3.75,8.25,-1,-1,-1,-1,8.1,6.75,-1,-1,-1,-1,-1,26.85
26000028,26,6.25,8.25,5.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.75,28
26000029,26,7,8.75,7.75,-1,-1,-1,7.1,-1,-1,-1,-1,-1,-1,30.6
26000030,26,7.75,8.5,7.25,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,33.5
26000031,26,5.75,8.5,6.25,-1,-1,-1,-1,9.75,-1,-1,-1,-1,-1,30.25
26000032,26,9,7.25,-1,9.5,9.25,-1,-1,-1,-1,-1,-1,-1,-1,35
26000033,26,5.5,6,-1,-1,-1,-1,9,7,-1,-1,-1,-1,-1,27.5
26000034,26,5.25,8.25,6.25,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,29.75
26000035,26,9,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,33
26000036,26,6.5,8.25,7,-1,-1,-1,-1,8.75,-1,-1,-1,-1,-1,30.5
26000037,26,6.35,6.25,5.25,-1,5.5,-1,-1,-1,-1,-1,-1,-1,-1,23.35
26000038,26,7,8.75,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,32.75
26000039,26,3.75,4.25,-1,-1,-1,-1,4.25,6.25,-1,-1,-1,-1,-1,18.5
26000040,26,6.75,8.75,6.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.25,31.5
26000041,26,6.25,8,6.25,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,29.5
26000042,26,8,6.75,6.25,6.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.1
26000043,26,2.6,4.5,-1,-1,-1,-1,5.5,4.75,-1,-1,-1,-1,-1,17.35
26000044,26,8.5,7.25,5.25,-1,-1,-1,-1,7.85,-1,-1,-1,-1,-1,28.85
26000045,26,8.5,8.5,8.25,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,35.25
26000046,26,9,8.75,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.25,35.5
26000047,26,9,9.25,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.25,36.5
26000048,26,4,6,-1,-1,-1,-1,4.5,5.5,-1,-1,-1,-1,-1,20
26000049,26,9,7.25,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.25
26000050,26,2.35,5.75,-1,-1,-1,-1,4.6,7.2,-1,-1,-1,-1,-1,19.9
26000051,26,4.5,7.75,-1,-1,-1,-1,4.75,5.25,-1,-1,-1,-1,-1,22.25
26000052,26,6.5,7.75,-1,8.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.5
26000053,26,4.6,6,-1,-1,-1,-1,7.45,8.75,-1,-1,-1,-1,-1,26.8
26000054,26,9,8,-1,8.25,7.25,-1,-1,-1,-1,-1,-1,-1,-1,32.5
