SBD,TinhId,TOAN,VAN,NGOAI_NGU,LI,HOA,SINH,SU,DIA,GIAO_DUC_CONG_DAN,TIN_HOC,CN_CONG_NGHIEP,CN_NONG_NGHIEP,GDKT_PL,TONGDIEM
54000001,54,5.25,7,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,9.75,31
54000002,54,3.5,5,-1,-1,-1,-1,7.5,6.25,-1,-1,-1,-1,-1,22.25
54000003,54,6,5,-1,6.5,6.5,-1,-1,-1,-1,-1,-1,-1,-1,24
54000004,54,3.6,6.75,-1,-1,-1,-1,6,5.5,-1,-1,-1,-1,-1,21.85
54000005,54,4.25,5,-1,-1,3.75,5.1,-1,-1,-1,-1,-1,-1,-1,18.1
54000006,54,4.6,7.5,4.5,7.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.95
54000007,54,8,7.75,-1,8.25,7.5,-1,-1,-1,-1,-1,-1,-1,-1,31.5
54000008,54,6,6.75,-1,-1,4.75,4.95,-1,-1,-1,-1,-1,-1,-1,22.45
54000009,54,4.75,6.25,-1,-1,-1,-1,4.6,-1,-1,-1,-1,-1,4.6,20.2
54000010,54,4.5,8,-1,-1,-1,-1,8.5,6.75,-1,-1,-1,-1,-1,27.75
54000011,54,4.75,8.5,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,7.75,29
54000012,54,3.25,7,-1,-1,-1,-1,6.1,5.75,-1,-1,-1,-1,-1,22.1
54000013,54,5.6,5.5,6.75,5.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.35
54000014,54,3.75,6.5,-1,-1,-1,-1,6.5,5.5,-1,-1,-1,-1,-1,22.25
54000015,54,2.85,6,-1,-1,-1,6,6.5,-1,-1,-1,-1,-1,-1,21.35
54000016,54,4.5,6,-1,4.5,3.6,-1,-1,-1,-1,-1,-1,-1,-1,18.6
54000017,54,5.85,8.5,-1,-1,-1,-1,8.75,7.75,-1,-1,-1,-1,-1,30.85
54000018,54,4.5,7.25,-1,-1,-1,-1,6.25,3.75,-1,-1,-1,-1,-1,21.75
54000019,54,4.85,7,-1,6.5,-1,-1,9,-1,-1,-1,-1,-1,-1,27.35
54000020,54,4.5,5.75,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,7.5,22.75
54000021,54,4.25,7,-1,-1,3.2,6.25,-1,-1,-1,-1,-1,-1,-1,20.7
54000022,54,3.5,6.25,-1,3.5,3.2,-1,-1,-1,-1,-1,-1,-1,-1,16.45
54000023,54,3.95,7.5,-1,-1,-1,-1,6.5,6.1,-1,-1,-1,-1,-1,24.05
