SBD,TinhId,TOAN,VAN,NGOAI_NGU,LI,HOA,SINH,SU,DIA,GIAO_DUC_CONG_DAN,TIN_HOC,CN_CONG_NGHIEP,CN_NONG_NGHIEP,GDKT_PL,TONGDIEM
41000002,41,-1,5.25,-1,-1,-1,-1,6.75,7.25,-1,-1,-1,-1,-1,19.25
41000003,41,-1,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.5
41000004,41,-1,6.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.75
41000005,41,2.6,2.75,-1,-1,-1,-1,4,6.25,-1,-1,-1,-1,-1,15.6
41000006,41,6.8,7,7.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
41000009,41,8,-1,-1,7.5,7.75,-1,-1,-1,-1,-1,-1,-1,-1,23.25
41000010,41,2.8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.8
41000011,41,8.4,4,-1,-1,-1,-1,6.25,8,9.25,-1,-1,-1,-1,35.9
41000012,41,9,-1,-1,9.5,8.5,3.25,-1,-1,-1,-1,-1,-1,-1,30.25
41000014,41,2.6,1.25,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,8.85
41000015,41,-1,5,-1,-1,-1,-1,8,7.75,-1,-1,-1,-1,-1,20.75
41000016,41,-1,-1,3.4,-1,-1,-1,4.5,6.25,-1,-1,-1,-1,-1,14.15
41000017,41,-1,3.75,-1,-1,-1,-1,6.75,8,-1,-1,-1,-1,-1,18.5
41000018,41,-1,3.25,-1,-1,-1,-1,6.25,8,-1,-1,-1,-1,-1,17.5
41000019,41,-1,3.5,-1,-1,-1,-1,4,4.75,-1,-1,-1,-1,-1,12.25
41000020,41,-1,4,-1,-1,-1,-1,6.75,5.75,-1,-1,-1,-1,-1,16.5
41000021,41,8,7,-1,-1,-1,-1,8.25,-1,-1,-1,-1,-1,-1,23.25
41000022,41,1.2,2.5,-1,-1,-1,-1,2.5,4,-1,-1,-1,-1,-1,10.2
41000024,41,-1,6.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.5
41000025,41,2.6,5.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.85
41000026,41,-1,3.5,-1,-1,-1,-1,5.25,6.5,-1,-1,-1,-1,-1,15.25
41000027,41,6.2,-1,6.2,4.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.65
41000028,41,-1,7.25,-1,-1,-1,-1,8,9,-1,-1,-1,-1,-1,24.25
41000029,41,4.4,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,10.4
41000032,41,-1,1.25,-1,-1,-1,-1,5.25,4.25,-1,-1,-1,-1,-1,10.75
41000033,41,-1,-1,3.4,3.5,4.25,4,-1,-1,-1,-1,-1,-1,-1,15.15
41000034,41,6.6,7.5,4.8,-1,-1,-1,8.25,6.5,9.5,-1,-1,-1,-1,43.15
41000035,41,3,3.5,-1,-1,-1,-1,7,7.25,-1,-1,-1,-1,-1,20.75
41000036,41,3.8,-1,-1,-1,-1,-1,5,6,-1,-1,-1,-1,-1,14.8
41000038,41,2.8,1.25,-1,-1,-1,-1,3,3.75,-1,-1,-1,-1,-1,10.8
41000039,41,8.2,6.25,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.65
