SBD,TinhId,TOAN,VAN,NGOAI_NGU,LI,HOA,SINH,SU,DIA,GIAO_DUC_CONG_DAN,TIN_HOC,CN_CONG_NGHIEP,CN_NONG_NGHIEP,GDKT_PL,TONGDIEM
60000001,60,3.7,6.5,-1,5,5.25,-1,-1,-1,-1,-1,-1,-1,-1,20.45
60000002,60,3,6.75,-1,-1,-1,-1,6.25,6,-1,-1,-1,-1,-1,22
60000003,60,5.85,4,-1,7.75,6.35,-1,-1,-1,-1,-1,-1,-1,-1,23.95
60000004,60,4,7,5,-1,-1,-1,9.25,-1,-1,-1,-1,-1,-1,25.25
60000005,60,5.5,7,-1,6.5,5,-1,-1,-1,-1,-1,-1,-1,-1,24
60000006,60,6.5,6.5,-1,8.25,4.35,-1,-1,-1,-1,-1,-1,-1,-1,25.6
60000007,60,5.5,7.25,-1,6.5,6.1,-1,-1,-1,-1,-1,-1,-1,-1,25.35
60000008,60,5.5,9,7,-1,-1,-1,9.25,-1,-1,-1,-1,-1,-1,30.75
60000009,60,5.5,7,-1,8.75,6.35,-1,-1,-1,-1,-1,-1,-1,-1,27.6
60000010,60,4.25,7,-1,-1,-1,-1,7,5.25,-1,-1,-1,-1,-1,23.5
60000011,60,3.1,7,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,18.1
60000012,60,6.25,8.5,-1,7.25,6,-1,-1,-1,-1,-1,-1,-1,-1,28
60000013,60,7,8.25,4.75,-1,-1,-1,7.5,-1,-1,-1,-1,-1,-1,27.5
60000014,60,6.35,7.5,6.75,-1,-1,-1,9.5,-1,-1,-1,-1,-1,-1,30.1
60000015,60,5.35,6.5,-1,6.6,5,-1,-1,-1,-1,-1,-1,-1,-1,23.45
60000016,60,4.75,8.75,6.25,6.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,26.6
60000017,60,4.2,6.75,-1,-1,3.6,5.1,-1,-1,-1,-1,-1,-1,-1,19.65
60000018,60,3.5,6.25,-1,-1,-1,-1,6.75,6.1,-1,-1,-1,-1,-1,22.6
60000019,60,2.6,7,-1,-1,-1,-1,7.25,-1,-1,-1,-1,-1,6.5,23.35
60000020,60,5.25,7.5,-1,7,-1,-1,-1,6,-1,-1,-1,-1,-1,25.75
60000021,60,4,8.5,-1,-1,-1,-1,8,9,-1,-1,-1,-1,-1,29.5
60000022,60,4.35,6.5,-1,6.5,-1,-1,4.35,-1,-1,-1,-1,-1,-1,21.7
60000023,60,5,8.25,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.25
60000024,60,5.25,6.75,-1,-1,-1,-1,5.25,6.5,-1,-1,-1,-1,-1,23.75
60000025,60,7,8,4.25,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,26.25
60000026,60,3.85,6,-1,-1,-1,-1,9,7.5,-1,-1,-1,-1,-1,26.35
60000027,60,9,7,-1,9.5,7.5,-1,-1,-1,-1,-1,-1,-1,-1,33
60000028,60,4,6,4.25,2.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.2
