SBD,TinhId,TOAN,VAN,NGOAI_NGU,LI,HOA,SINH,SU,DIA,GIAO_DUC_CONG_DAN,TIN_HOC,CN_CONG_NGHIEP,CN_NONG_NGHIEP,GDKT_PL,TONGDIEM
32000001,32,4.35,6.5,-1,-1,4.5,5,-1,-1,-1,-1,-1,-1,-1,20.35
32000002,32,4.5,7.5,-1,-1,-1,-1,-1,4.2,-1,-1,-1,-1,6.75,22.95
32000003,32,5.25,7.5,-1,8.5,7.75,-1,-1,-1,-1,-1,-1,-1,-1,29
32000004,32,3,8.5,-1,5,-1,-1,5.5,-1,-1,-1,-1,-1,-1,22
32000005,32,2.6,8.75,-1,-1,-1,-1,9.75,9.25,-1,-1,-1,-1,-1,30.35
32000006,32,2.85,7.75,-1,4,-1,-1,5.35,-1,-1,-1,-1,-1,-1,19.95
32000007,32,2.6,7,-1,5.5,3.5,-1,-1,-1,-1,-1,-1,-1,-1,18.6
32000008,32,4.25,6.25,-1,7.5,6.25,-1,-1,-1,-1,-1,-1,-1,-1,24.25
32000009,32,5.5,5.5,-1,7.75,5.1,-1,-1,-1,-1,-1,-1,-1,-1,23.85
32000010,32,3,8.5,-1,-1,-1,-1,7.25,8.5,-1,-1,-1,-1,-1,27.25
32000011,32,2.1,6.5,-1,-1,-1,-1,5.25,4.95,-1,-1,-1,-1,-1,18.8
32000012,32,3.35,7.25,-1,-1,-1,-1,-1,5.85,-1,-1,-1,7.5,-1,23.95
32000013,32,4.5,8.5,-1,-1,-1,-1,9.25,9.25,-1,-1,-1,-1,-1,31.5
32000014,32,2.75,5.25,-1,-1,-1,-1,3.6,4.35,-1,-1,-1,-1,-1,15.95
32000015,32,3.85,6.25,-1,6,3.25,-1,-1,-1,-1,-1,-1,-1,-1,19.35
32000016,32,2.75,7,-1,-1,-1,-1,5.85,4.95,-1,-1,-1,-1,-1,20.55
32000017,32,5.35,8.25,-1,8.5,8.25,-1,-1,-1,-1,-1,-1,-1,-1,30.35
32000018,32,5.25,7,-1,6.85,5.35,-1,-1,-1,-1,-1,-1,-1,-1,24.45
32000019,32,3.5,7.5,-1,-1,-1,-1,5,7,-1,-1,-1,-1,-1,23
32000020,32,3.5,5.5,-1,-1,-1,-1,5.75,4.6,-1,-1,-1,-1,-1,19.35
